"seen","have","manually_corrected_title","tags_csv_list","ended_with_right_paren","type_of_media","source_of_item","who_csv_list","aka_slsh_list","characters_csv_list","video_wrapper","series_in","imdb_id","imdb_added_to_list_on","imdb_changed_on_list_on","release_year","imdb_rating","runtime_in_minutes","votes","released_on","directors_csv_list","imdb_my_rating","imd_my_rating_made_on","date_watched","last_save_time","creation_date"
"y","","Doc Martin (2004)","British, Comedy","y","TV Series","Streaming",,,,,,"tt0436992",,,"2005","8.6","45","236245","3/26/2005 12:00:00 AM",,"7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Doctor Dolittle (1967)","Comedy, Family, Fantasy","y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Doctor Foster: A Woman Scorned (2015)","Murder, Mystery, Doctor, Violence","y","TV Mini-Series","Memory",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Doctor Strange (2016)","Action, Adventure, Fantasy, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt5491802","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2013","7.4",,"52","9/28/2013 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Doctor Strange in the Multiverse of Madness (2022)","Action, Adventure, Fantasy, Horror, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt5990054","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2015",,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Doctor Who (1963)","Adventure, Drama, Family, Sci-Fi","y","TV Series","IMDB:Ratings",,,,,,"tt21243568","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2012","8.7",,"19","11/10/2012 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Doctor Who (2005)","Adventure, Drama, Sci-Fi","y","TV Series","IMDB:Ratings",,,,,,"tt5130152","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2018","6.9",,"59","7/5/2018 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Doctor Who Confidential (2005)","Time Travel, Meta","y","TV Series","Keep",,,,,,"tt22071980","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2023",,,,"1/1/2023 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Doctor Who Fan Film Series (2013)","Adventure, Drama, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt12115616","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","2006","8.3","60","107","12/31/2006 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Doctor Who the Time War (2015)","Sci-Fi","y","TV Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Doctor Who: Dark Eyes (2012)","Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt21604494","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2017","8",,"8","10/26/2017 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Doctor Who: Devious (2018)","Adventure, Comedy, Drama, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Doctor Who: Divergence (2023)","Animation, Drama, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Doctor Who: The Eighth Doctor Adventures (2006)","Action, Adventure, Drama, Fantasy, Horror, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Doctor Who: The Fan Show (2015)",,"y","TV Show","Keep",,,,,,"tt1135300","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2009","7.7","44","51228","2/13/2009 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Doctor Who: Time War (2017)","Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Doctor Zhivago (1965)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dodgeball: A True Underdog Story (2004)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dogma (1999)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","Dollhouse (2009)","Drama, Mystery, Sci-Fi, Thriller","y","TV Series","IMDB: Watch List",,,,,,"tt0246578",,,"2001","8","113","833417","1/19/2001 12:00:00 AM","Richard Kelly","8","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Dolores Clairborne (1995)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Dominion (2014)","Supernatural, Apocalyptic, Fantasy","y","TV Series","Keep",,,,,,"tt11286314",,,"2021","7.2","138","574802","12/5/2021 12:00:00 AM","Adam McKay","9","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Don Juan DeMarco (1994)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Don't Forget the Driver (2019)",,"y","TV Mini-Series","Memory","Toby Jones",,,,,"tt0419706",,,"2005","5.2","105","117383","10/20/2005 12:00:00 AM","Andrzej Bartkowiak","5","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Donnie Darko (2001)","Drama, Mystery, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,"tt8416494",,,"2019","7.8","60","57704","1/11/2019 12:00:00 AM",,"7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Donovan's Brain (1953)",,"y","Movie","Keep",,,,,,"tt8328716","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2019","3.8","96","10061","10/1/2019 12:00:00 AM","Tony Giglio",,,,"45316.63454861111","45227.53674768518"
"y","","Don't Look Up (2021)","Comedy, Drama, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt0483607","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2008","5.9","113","79037","3/14/2008 12:00:00 AM","Neil Marshall",,,,"45316.63454861111","45227.53674768518"
"y","","Don't Say a Word (2001)",,"y","Movie","Keep",,,,,,"tt0061592","10/20/2023 12:00:00 AM","10/20/2023 12:00:00 AM","1976","2.6","83","1323","7/8/1976 12:00:00 AM","Lee Sholem, Harry Hope, Herbert J. Leder",,,,"45316.63454861111","45227.53674768518"
"y","","Doom (2005)","Action, Horror, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt0065290","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1970","7.3","50","185","2/9/1970 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Doom Patrol (2019)","Action, Adventure, Comedy, Drama, Mystery, Sci-Fi","y","TV Series","IMDB:Ratings",,,,,,"tt12483708","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2021","3.6","84","3215","3/23/2021 12:00:00 AM","Dugan O'Neal, Jeff Desom, Saman Kesh",,,,"45316.63454861111","45227.53674768518"
,"","Doom: Annihilation (2019)","Action, Adventure, Horror, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,"tt0036775",,,"1944","8.3","107","163948","4/24/1944 12:00:00 AM","Billy Wilder","7","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Doomsday (2008)","Action, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Doomsday Machine (1976)","Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Doomwatch (1970)","Sci-Fi, Drama","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Doors (2021)","Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Double Indemnity (1944)","Crime, Drama, Noir, Mystery, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Double Jeopardy (1999)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Double Wedding (1937)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Doubt (2008)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Down and Out in Beverly Hills (1986)",,"y","Movie","Keep","Richard Dreyfus",,,,,"tt0032412","10/20/2023 12:00:00 AM","10/20/2023 12:00:00 AM","1940","6.4","77","2810","4/10/1940 12:00:00 AM","Ernest B. Schoedsack",,,,"45316.63454861111","45227.53674768518"
"y","","Down by Law (1986)",,"y","Movie","Keep",,,,,,"tt0059124","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1965","5.1","88","2569","11/6/1965 12:00:00 AM","Ishir̫ Honda, Norman Taurog",,,,"45316.63454861111","45227.53674768518"
"y","","Down with Love (2003)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","Downfall (2004)",,"y","Movie","Keep",,,,,,"tt1227926",,,"2008","8.4","42","43993","7/15/2008 12:00:00 AM",,"8","10/28/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Downton Abbey (2010)",,"y","TV Series",,,,"Dr. Jekyll",,,"tt0011130","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1920","6.9","69","5887","3/18/1920 12:00:00 AM","John S. Robertson",,,,"45316.63454861111","45227.53674768518"
,"","Dr. Cyclops (1940)","Adventure, Drama, Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,"Dr. Jekyll",,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"y","Dr. Goldfoot and the Bikini Machine (1965)","Comedy, Sci-Fi","y","Movie","IMDB: Watch List",,,"Dr. Jekyll",,,"tt0033553",,,"1941","6.8","113","9654","8/12/1941 12:00:00 AM","Victor Fleming","8","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"y","Dr. Goldfoot and the Girl Bombs (1966)",,"y","Movie",,,,"Dr. Jekyll",,,"tt0055928",,,"1962","7.2","110","175829","10/5/1962 12:00:00 AM","Terence Young","6","10/23/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Dr. Horrible's Sing-Along Blog (2008)","Short, Comedy, Musical, Sci-Fi","y","TV Mini-Series","IMDB:Ratings",,,"James Bond",,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Dr. Jekyll and Mr. Hyde (1920)","Drama, Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0057012",,,"1964","8.4","95","508490","1/29/1964 12:00:00 AM","Stanley Kubrick","10","8/12/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Dr. Jekyll and Mr. Hyde (1931)",,"y","Movie",,,,,,,"tt0059126",,,"1965","5.6","82","5202","6/25/1965 12:00:00 AM","Gordon Flemyng","5","10/28/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Dr. Jekyll and Mr. Hyde (1941)","Drama, Horror, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dr. No (1962)","Action, Adventure, Thriller","y","Movie","IMDB:Ratings",,,,,,"tt0367677","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2004","2.1","86","6508","8/1/2004 12:00:00 AM","Darrell Roodt",,,,"45316.63454861111","45227.53674768518"
"y","","Dr. Phibes Rises Again (1972)",,"y","Movie",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)","Comedy, War","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dr. Who and the Daleks (1965)","Adventure, Drama, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dracula (1931)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Dracula 3000 (2004)","Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0082288","10/15/2023 12:00:00 AM","10/15/2023 12:00:00 AM","1981","6.6","108","19449","6/26/1981 12:00:00 AM","Matthew Robbins",,,,"45316.63454861111","45227.53674768518"
"y","","Draft Day (2014)",,"y","Movie","Keep",,,,,,"tt0045706",,,"1953","5.9","100","2147","5/29/1953 12:00:00 AM","Sidney Sheldon","7","10/23/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Dragon Crusaders (2011)","Pirates","y","Movie",,,,,,,"tt0285531",,,"2003","5.5","136","95353","3/6/2003 12:00:00 AM","Lawrence Kasdan","6","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"?","","Dragonheart (1996)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Dragonquest (2009)",,"y","Movie",,,,,,,"tt0087175","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1984","6.3","99","17780","8/17/1984 12:00:00 AM","Joseph Ruben",,,,"45316.63454861111","45227.53674768518"
"y","","Dragonslayer (1981)","Action, Adventure, Fantasy","y","Movie","IMDB: Watch List",,,,,,"tt1343727",,,"2012","7.1","95","288452","7/11/2012 12:00:00 AM","Pete Travis","6","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Dream Wife (1953)","Comedy, Romance","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dreamcatcher (2003)","Drama, Horror, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dreamchild (1985)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","Dreamscape (1984)","Action, Adventure, Horror, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dredd (2012)","Action, Crime, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Dressed to Kill (1946)",,"y","TV Series","Keep",,,,,,"tt0242423",,,"2000","5.5","83","144094","12/10/2000 12:00:00 AM","Danny Leiner","6","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Drive (2011)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Driving Miss Daisy (1989)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Dublin Murders (2019)",,"y","TV Series",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Duck Quacks Don't Echo (2014)",,"y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Duck, You Sucker! (1971)",,"y","Movie","Keep",,,,,,"tt0087182",,,"1984","6.3","137","168564","12/3/1984 12:00:00 AM","David Lynch","7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Dude, Where's My Car? (2000)","Comedy, Mystery, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt11835714","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2020","3.5","98","1478","10/24/2020 12:00:00 AM","Marc Price",,,,"45316.63454861111","45227.53674768518"
"y","","Due Date (2010)",,"y","Movie","Keep",,,,,,"tt1160419",,,"2021","8","155","722985","9/3/2021 12:00:00 AM","Denis Villeneuve","9","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Duel (1971)",,"y","TV Movie","Keep",,,,,,"tt15239678","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2024",,"195",,"3/13/2024 12:00:00 AM","Denis Villeneuve",,,,"45316.63454861111","45227.53674768518"
"y","","Dumb and Dumber (1994)","Comedy","y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dumbo (1941)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dune (1984)","Action, Adventure, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt5013056",,,"2017","7.8","106","715733","7/13/2017 12:00:00 AM","Christopher Nolan","7","10/26/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Dune Drifter (2020)","Action, Drama, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Dune: Part One (2021)","Action, Adventure, Drama, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt4589246","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2019","4","60","521","5/26/2019 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Dune: Part Two (2024)","Action, Adventure, Drama, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0083866",,,"1982","7.9","115","428319","5/26/1982 12:00:00 AM","Steven Spielberg","8","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Dungeons & Dragons: Wrath of the Dragon God (2005)","Fantasy","y","TV Movie",,,,,,,"tt0108758","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1994","6.9","60","5415","11/6/1994 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Dungeons and Dragons (2000)","Fantasy, Dumb","y","Movie",,"Tom Baker",,,,,"tt11176048","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2020","6.6","30","421","9/4/2020 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Dunkirk (2017)","Action, Drama, History, Thriller, War","y","Movie","IMDB:Ratings",,,,,,"tt0051570","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1958","4.6","73","3319","9/30/1958 12:00:00 AM","Bert I. Gordon",,,,"45316.63454861111","45227.53674768518"
"y","","Dying Young (1991)",,"y","Movie","Keep",,,,,,"tt0049169","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1956","6.3","83","8818","7/1/1956 12:00:00 AM","Fred F. Sears",,,,"45316.63454861111","45227.53674768518"
"d","","Dystopia (2019)","Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y",,"E! (2016)",,"y","TV Series",,,,,,,,,,,,,,,,,,,,
"y",,"E!: Entertainment Television (1990)",,"y","TV Series",,,,,,,,,,,,,,,,,,,,
"y","","E.T. the Extra-Terrestrial (1982)","Adventure, Family, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Earth 2 (1994)","Adventure, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Earth to Ned (2020)","Comedy, Sci-Fi, Talk-Show","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Earth vs the Spider (1958)","Family, Horror, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Earth vs. the Flying Saucers (1956)","Action, Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Earth's Final Hours (2011)",,"y","TV Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Earthsea (2004)","Fantasy, Book","y","TV Mini-Series",,,,,,,"tt10545250","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2021","6.6","25","1393","5/27/2021 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","y","Easy Living (1937)","Silly, Stock Market, Get Rich, Pretty Girl with No Skills Wins Big, Money Fixes Everything","y","Movie",,,,,,,,,,,,,,,,,,,,
"x","","Easy Rider (1969)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Echo in the Canyon (2018)","Documentary, Music, History","y","Movie","Memory",,,,,,"tt1631867",,,"2014","7.9","113","716908","5/28/2014 12:00:00 AM","Doug Liman","8","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Ed Edd n Eddy (1999)",,"y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"y","Ed Wood (1944)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Eddie Murphy: Raw (1987)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Eden (2021)","Animation, Action, Adventure, Drama, Family, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Eden Log (2007)",,"y","Movie","Keep",,,,,,"tt0054847","10/26/2023 12:00:00 AM","10/26/2023 12:00:00 AM","1961","7.2","182","15308","10/24/1961 12:00:00 AM","Anthony Mann",,,,"45316.63454861111","45227.53674768518"
"y","","Edge of Tomorrow (2014)","Action, Adventure, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Edison, the Man (1940)",,"y","Movie","Keep",,,,,,"tt1746961","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2012","6.8",,"330","7/17/2012 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Educating Rita (1983)",,"y","Movie","Keep",,,,,,"tt0087197","10/27/2023 12:00:00 AM","10/27/2023 12:00:00 AM","1984","6.4","95","9627","7/20/1984 12:00:00 AM","Steve Barron",,,,"45316.63454861111","45227.53674768518"
"y","","Edward Scissorhands (1990)",,"y","Movie",,,,,,,"tt5711280","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2017","7.2","60","18107","9/17/2017 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Eight is Enough (1987)",,"y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","El Cid (1961)","Biography, Drama, History, Romance, War","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","El Dorado (1966)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Electric City (2012)","Animation, Short, Action, Drama, Fantasy, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Electric Dreams (1984)","Comedy, Drama, Music, Romance, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Electric Dreams (2017)","Drama, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Elektra (2005)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Eleventh Hour (2006)","Mystery, Murder, Professor, Viruses, Clones","y","TV Mini-Series","Streaming","Patrick Stewart",,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Elf (2003)",,"y","Movie","Keep",,,,,,"tt1535108",,,"2013","6.6","109","463793","8/7/2013 12:00:00 AM","Neill Blomkamp","6","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"?","","Elizabeth: The Golden Age (2007)",,"y","Movie","Keep",,,,,,"tt0074475","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1976","5.1","104","1674","5/21/1976 12:00:00 AM","Ralph Nelson",,,,"45316.63454861111","45227.53674768518"
"y","","Elizabethtown (2005)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","Ella Enchanted (2004)",,"y","Movie","Keep",,,,,,"tt0075989","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1977","4.2","89","5217","7/29/1977 12:00:00 AM","Bert I. Gordon",,,,"45316.63454861111","45227.53674768518"
"d","","Ellery Queen (1975)",,"y","Movie",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","Elmer Gantry (1960)",,"y","Movie","Keep",,,,,,"tt12800524","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2021","5.9","108","10710","9/3/2021 12:00:00 AM","Michael Pearce",,,,"45316.63454861111","45227.53674768518"
"y","","Elysium (2013)","Action, Drama, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Embryo (1976)","Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","Emma (1996)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Empire of the Ants (1977)","Adventure, Horror, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt1731141",,,"2013","6.6","114","250093","10/24/2013 12:00:00 AM","Gavin Hood","7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Empire of the Sun (1987)",,"y","Movie","Keep",,,,,,"tt0089092",,,"1985","6.8","108","50416","12/12/1985 12:00:00 AM","Wolfgang Petersen","5","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Encounter (2021)","Drama, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","End of Days (1999)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","End of the World (2013)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Endeavour (2012)",,"y","TV Series","Keep",,,,,,"tt8953768","10/18/2023 12:00:00 AM","10/18/2023 12:00:00 AM","2019","4.6","90","934","10/15/2019 12:00:00 AM","Gaurav Seth",,,,"45316.63454861111","45227.53674768518"
"y","","Ender's Game (2013)","Action, Adventure, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Enemy Mine (1985)","Action, Adventure, Drama, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt0244365","10/27/2023 12:00:00 AM","10/27/2023 12:00:00 AM","2001","7.5","60","57409","9/20/2001 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Enemy of the State (1998)",,"y","Movie","Keep",,,,,,"tt1305797","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2010","7.1","155","29352","9/30/2010 12:00:00 AM","S. Shankar",,,,"45316.63454861111","45227.53674768518"
,"","Enhanced (2019)","Mutants","y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Enough (2002)",,"y","Movie","Keep",,,,,,"tt9151230",,,"2019","7.2","48","14508","11/14/2019 12:00:00 AM",,"8","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
